"window","num.trees","num.uniq.trees","recomb.rate","first.last.dist","first.last.rf","rf.decay","first.last.wrf","wrf.decay","first.last.spr","spr.decay","first.last.kf","kf.decay","first.last.path","path.decay"
"chr1:3000001-4000000",36,20,NA,770000,4,-0.0933923206999253,0.0927624732,-0.023124765906534,2,0.0318640634818887,0.0302582928661091,-0.0101830368506866,4.47213595499958,-0.0689123576099857
"chr1:4000001-5000000",43,20,2.07273184315523e-07,960000,4,1.33956557826617,0.1154027733,0.00926913722296173,2,0.417800799568219,0.0447420819343717,0.00303517815884029,4.47213595499958,1.29583014707164
"chr1:5000001-6000000",16,12,NA,940000,6,-0.566578897412361,0.12891761,0.0120837391486997,1,-0.053313766084528,0.0512255936927019,0.00537633222733896,6.6332495807108,-0.400144621264384
"chr1:6000001-7000000",38,20,2.16153205320746e-07,880000,6,-0.90693160053187,0.1271129283,0.0237220845771085,2,-0.229314759212496,0.0489431895807294,0.0082385727293194,6.92820323027551,-0.50074542202712
"chr1:7000001-8000000",23,17,0,880000,6,-0.235952367004188,0.0302325007,-0.0604675022547781,2,0.0889430419527771,0.0118505339883592,-0.020783644031342,6.48074069840786,0.352571520986281
"chr1:8000001-9000000",16,15,0,910000,8,1.60335777653258,0.0695048,0.0501290991791342,1,-0.652954665721964,0.0255161139146092,0.0144441398498156,7.74596669241483,1.39662932503298
"chr1:9000001-10000000",49,19,8.41008170054879e-08,970000,0,-0.316052137256415,0.0563369605,-0.00320556410898561,0,-0.228465068693225,0.0207484723099456,-0.000580954931452666,0,-0.424017184116829
"chr1:10000001-11000000",48,23,2.61827131983788e-07,990000,0,1.18047261526261,0.1124353173,0.0139933954880192,0,0.225696964833012,0.0394400903074346,0.0027622606237159,0,0.772353896177376
"chr1:11000001-12000000",55,28,7.72489034093212e-08,990000,6,0.387070985480521,0.0959911277,0.000642955663557564,2,0.138184503320545,0.0335631014425014,-0.000109336405725333,6,0.367101329955325
"chr1:12000001-13000000",56,21,1.26163032957299e-06,990000,8,-0.307261039255884,0.0816127134,-0.00273341379767357,2,-0.0797431160591339,0.0294685461591001,-0.00166600440898114,7.07106781186548,-0.370584131256385
"chr1:13000001-14000000",63,28,2.89436432049112e-07,980000,4,0.400508529357096,0.0885235077,0.0251421359914503,1,0.116601783390439,0.0307913346702775,0.00572865889242628,5.09901951359278,0.539913997096302
"chr1:14000001-15000000",64,22,3.05352829094107e-07,920000,2,-1.80839857704291,0.0673335866,-0.00258376396797286,1,-0.311804954972715,0.0232322459430752,0.000911481580205761,3.16227766016838,-1.35054924403694
"chr1:15000001-16000000",53,23,8.92542641070774e-07,960000,2,0.505565561957149,0.1046992728,-0.000135867921205763,1,0.277143884566461,0.0370157606774263,0.000333160195387212,3.16227766016838,0.469708322273519
"chr1:16000001-17000000",44,23,NA,940000,2,0.156591862753191,0.060258276,0.000719332110263715,1,0.205982011783018,0.0257908029629523,0.00129010042750848,3.46410161513775,0.301071155155732
"chr1:17000001-18000000",33,22,NA,990000,0,-0.628118743824226,0.2013750774,0.00657890296916831,0,-0.201191827756697,0.0766870161355806,0.00447640101309172,0,-0.848400146953019
"chr1:18000001-19000000",42,29,NA,950000,6,-0.868033833064761,0.1546259287,0.0551784648905496,2,-0.0776088768639126,0.056973765200477,0.0184681947784048,5.47722557505166,-1.02874169041015
"chr1:19000001-20000000",61,25,0,940000,4,0.186904522839011,0.0949168818,-0.00463477495132313,1,0.0373252285322305,0.0354320826189307,-0.00258398444341373,5.09901951359278,-0.30190791353677
"chr1:20000001-21000000",59,21,2.62904069764147e-07,980000,4,-0.10587442771342,0.087130643,-0.00287545803564254,1,-0.137623818512995,0.0305431755312861,-0.00154557470532128,5.09901951359278,0.257128556551701
"chr1:21000001-22000000",76,25,1.81033303497056e-06,970000,2,0.840917751543792,0.1134383734,-0.00583787525699259,1,0.0257584377635412,0.0399497873994265,-0.00526835706534213,3.16227766016838,0.517397242060553
"chr1:22000001-23000000",58,23,3.29273653938058e-07,960000,6,0.297373911527767,0.1013372535,0.000208636058433879,2,0.00130235124017749,0.0327288283525438,-0.00085644125458337,5.47722557505166,-0.12573993391723
