"window","num.trees","num.uniq.trees","recomb.rate","first.last.dist","first.last.rf","rf.decay","first.last.wrf","wrf.decay","first.last.spr","spr.decay","first.last.kf","kf.decay","first.last.path","path.decay"
"chr1:1-5000000",80,19,9.82415457405815e-08,1810000,4,-0.13855979914108,0.1097111354,0.00128597222753698,2,-0.141929162783865,0.0372088156235175,0.00170823800838942,4.47213595499958,-0.0811451104740921
"chr1:5000001-10000000",146,28,5.32078953911323e-08,4980000,4,-0.192846569214388,0.1337971257,0.0142189618739105,1,0.0139617362849352,0.0470866596639906,0.00524694912398344,4.47213595499958,-0.18099468667409
"chr1:10000001-15000000",290,25,5.51535875134206e-07,4920000,2,0.127090379096277,0.1223680181,0.00715678290501212,1,0.0487895644851189,0.0522463449411246,0.00250049582661743,3.16227766016838,0.107424061286119
"chr1:15000001-20000000",237,30,3.73322576291144e-07,4950000,4,-0.0143119113793112,0.1018417251,-0.0267139061002251,2,-0.0035834019849657,0.0364274762482977,-0.00866836917911463,4.69041575982343,0.135598027900829
"chr1:20000001-25000000",320,27,1.07045648509129e-06,4910000,4,-0.17532380671327,0.1524555741,-0.00496487580637101,2,-0.095834661270203,0.0610961027394923,-0.00140708831649554,4.69041575982343,-0.140026794206712
"chr1:25000001-30000000",244,34,1.1998454975726e-07,4930000,2,1.13441578457627,0.0716135248,0.0129285475815521,1,0.147160073611857,0.0250547975367486,0.00277212656793689,3.16227766016838,1.00255990184318
"chr1:30000001-35000000",278,34,4.95451466826876e-07,4970000,4,-1.10427620304105,0.1239152332,0.000674222353304682,2,-0.105355626872988,0.0395681567277761,0.00169084470645121,4.69041575982343,-0.851149047385068
"chr1:35000001-40000000",353,20,9.50997298472053e-07,4970000,4,0.347676215420419,0.1408281742,0.00792061815122849,2,0.219230276877323,0.0507367811010075,0.00240222012266116,4.69041575982343,0.419893534353252
"chr1:40000001-45000000",349,27,1.14833058842156e-06,4840000,4,0.317702175838284,0.1282872971,0.00738851740538355,2,0.0598922364621874,0.0426475843599798,0.00233077328434811,4.69041575982343,0.271465160262315
"chr1:45000001-50000000",186,40,6.26871850908795e-07,4940000,2,0.367333717978725,0.0579943802,-0.00257521627829143,1,0.0554888849870923,0.024922826010755,-0.00131516658200199,3.46410161513775,0.322116856764901
"chr1:50000001-55000000",299,28,3.87332367457348e-07,4960000,4,-0.0988179831214644,0.0891246646,0.00399287827336564,2,-0.0828884462846389,0.0305799689147198,0.00137339965410411,4.47213595499958,-0.185360445301157
"chr1:55000001-60000000",355,23,4.15548714756856e-07,4990000,4,-0.0644817793308314,0.11970525,0.0011295918228736,2,-0.0363563055459101,0.0404922934404482,0.000139932930058936,4.69041575982343,-0.0910365925777407
"chr1:60000001-65000000",390,24,6.00077576603089e-07,4980000,0,0.0443470237178424,0.0619679247,0.009280055131727,0,-0.0119414969789295,0.0287169267015472,0.00360588579856766,0,0.0902766756880167
"chr1:65000001-70000000",352,27,3.80375013554809e-07,4940000,4,-0.0959744969596125,0.0960297216,-0.00107089491174038,1,-0.0197705251813834,0.0327263443325207,-9.69501165142189e-05,5.09901951359278,-0.0216937948342513
"chr1:70000001-75000000",402,25,8.46255097046755e-07,4970000,4,0.179657630297134,0.1197624294,-0.00101667019144349,1,0.0746751005498563,0.0474348380846438,0.000353261081717444,5.09901951359278,0.145864873079673
"chr1:75000001-80000000",373,30,4.87920446967579e-07,4990000,2,0.161226559002174,0.1684871775,0.0150965046813729,1,0.0529478871062749,0.0600464163200726,0.00557377428524548,3.16227766016838,0.127440071761158
"chr1:80000001-85000000",388,27,4.89251488923533e-07,4940000,2,0.386367012833027,0.1863939681,0.013532204765636,1,0.157541177457493,0.0626112895067044,0.00448250932680537,3.16227766016838,0.344530635616868
"chr1:85000001-90000000",390,44,3.58757001250329e-07,4960000,8,-0.166202908514447,0.2685750936,0.135652670897673,1,-0.0748207635738053,0.0910982001447967,0.0438390514187334,8.12403840463596,-0.042839862790164
