"window","num.trees","num.uniq.trees","recomb.rate","first.last.dist","first.last.rf","rf.decay","first.last.wrf","wrf.decay","first.last.spr","spr.decay","first.last.kf","kf.decay","first.last.path","path.decay"
"chr1:1-5000000",80,26,9.82415457405815e-08,1810000,4,-0.849338586680275,0.1072241216,-0.0306034363993489,1,-0.243424298751603,0.039790533543541,-0.013279533294455,5.09901951359278,-0.765993708618492
"chr1:5000001-10000000",146,43,5.32078953911323e-08,4980000,6,0.164702472262047,0.1188966379,0.010712071455632,2,0.0715888106300674,0.0369211578623299,0.00402036744126756,6,0.0726081154741613
"chr1:10000001-15000000",290,54,5.51535875134206e-07,4920000,2,0.341615065256671,0.08270308,0.00191452209892973,1,0.119278784583209,0.0322410526987274,0.000853813160033422,3.16227766016838,0.189043500800473
"chr1:15000001-20000000",237,54,3.73322576291144e-07,4950000,6,0.522823443238058,0.0802816668,-0.0208843498723436,2,0.108107507614435,0.0395868485861452,-0.00735296721755358,6.48074069840786,0.404671326660544
"chr1:20000001-25000000",320,40,1.07045648509129e-06,4910000,4,-0.389063568118257,0.1218312894,-0.003476237611049,2,-0.0747876879836027,0.0584105498606067,-0.000854918952377447,4.69041575982343,-0.240753145580157
"chr1:25000001-30000000",244,64,1.1998454975726e-07,4930000,4,1.2355617435695,0.0800468954,0.0115593754516643,2,0.26235975551747,0.0263891469555779,0.00311369950104382,4.47213595499958,1.31995873998733
"chr1:30000001-35000000",278,55,4.95451466826876e-07,4970000,4,-0.22412730443607,0.0927699262,0.00273126601866863,1,-0.083933119915849,0.0307542578761302,0.00107519955187101,4.47213595499958,-0.0373418708751756
"chr1:35000001-40000000",353,43,9.50997298472053e-07,4970000,4,-0.227189994515628,0.145588158,0.00209448094925347,2,-0.0607961609979467,0.0485324317389272,0.000782495805279039,4.47213595499958,-0.0996178148797209
"chr1:40000001-45000000",349,46,1.14833058842156e-06,4840000,4,0.326757865129591,0.0835339707,0.00822435940022685,1,0.0400825710262189,0.0313869637140145,0.00274688215621308,5.09901951359278,0.335744436490935
"chr1:45000001-50000000",186,61,6.26871850908795e-07,4940000,2,0.474993760097177,0.0571791587,-0.0114261965278754,1,0.0737159351508865,0.0193243755452529,-0.00494846335689961,3.46410161513775,0.211001663741358
"chr1:50000001-55000000",299,45,3.87332367457348e-07,4960000,0,-0.118267007333092,0.0525039199,0.00351188157544379,0,-0.0405518393102946,0.0250293642442849,0.00232345026507412,0,-0.0404334546436047
"chr1:55000001-60000000",355,46,4.15548714756856e-07,4990000,6,-0.406466858230004,0.0731295055,-0.000665821175646019,2,-0.0635545404975097,0.0243898459668728,-7.41721521369245e-05,5.09901951359278,-0.359162201605647
"chr1:60000001-65000000",390,37,6.00077576603089e-07,4980000,4,-0.251543078649952,0.0531009649,0.0142443270006171,1,-0.126020775214013,0.0196827232420289,0.00475598401061021,5.65685424949238,-0.265691147223513
"chr1:65000001-70000000",352,46,3.80375013554809e-07,4940000,6,-0.156012859366113,0.0846819937,-0.00432149683079923,1,0.0483886420436905,0.0269851399447972,-0.000911745160209412,6.48074069840786,-0.0972303085083721
"chr1:70000001-75000000",402,56,8.46255097046755e-07,4970000,4,0.763372573553613,0.0990986917,0.00906398362814964,1,0.193364653007708,0.0307248548434819,0.00233331410611894,4.69041575982343,0.640518764433
"chr1:75000001-80000000",373,37,4.87920446967579e-07,4990000,4,-0.236268445949215,0.08539602,-0.00179936897919712,1,-0.0296470352465999,0.0328000877615195,0.000533336026444952,4.47213595499958,-0.290597760333586
"chr1:80000001-85000000",388,52,4.89251488923533e-07,4940000,0,0.0938764196182806,0.1422740673,0.00806391430138935,0,-0.000902669386739145,0.0635216678606958,0.00297498646141661,0,0.0697354902359111
"chr1:85000001-90000000",390,64,3.58757001250329e-07,4960000,8,0.0494869534611818,0.2039934668,0.0949208311370929,2,-0.0306227279102984,0.0741131094350896,0.0338535438627814,8.48528137423857,0.134218598101328
"chr1:90000001-95000000",390,53,5.1940835742788e-07,4980000,0,0.251875249120969,0.0776765134,0.0147788182720444,0,0.0875746275668403,0.0400137143877016,0.00563417393339722,0,0.204421901953636
"chr1:95000001-100000000",192,51,0,4980000,4,0.381227550163903,0.10829516,0.0192093412030182,1,-0.0749639068880902,0.0449534255385491,0.00862233095021711,5.65685424949238,0.561653494768501
"chr1:100000001-105000000",174,70,9.95445195191018e-08,4960000,8,0.905835980299013,0.1383106562,0.0521082386427963,2,0.124445012385222,0.0480219984397782,0.0187857808539386,7.21110255092798,0.845964606534941
"chr1:105000001-110000000",231,48,2.81587872129329e-07,4960000,4,0.6337082949849,0.094510394,0.00729952099336303,2,0.144462259141639,0.0331167616395107,0.00338350060478732,4.47213595499958,0.729558123581467
"chr1:110000001-115000000",125,61,4.20582361458172e-08,4970000,2,-0.3967711363296,0.0799387753,0.00237076610437484,1,0.0609174283465162,0.0321494814340729,0.000577769824709957,3.16227766016838,-0.454477166684136
"chr1:115000001-120000000",200,45,1.71482574313039e-07,4980000,6,-0.300910223844865,0.0989164814,0.024624917882971,2,-0.0581926251939515,0.0378442682019417,0.00896018646044266,6,-0.123665122467093
"chr1:120000001-125000000",266,55,4.47271106515733e-07,4990000,4,-0.0841308307276973,0.0853132963,0.00878978579756209,1,0.117938762049111,0.0305307871547296,0.00339194516038987,4.69041575982343,-0.131166249567491
"chr1:125000001-130000000",344,46,5.07702035940725e-07,4980000,4,0.399447963142909,0.0755990548,0.00302134949172776,1,0.164653835083098,0.0244220521719865,0.0012380351292835,5.65685424949238,0.57777119362734
"chr1:130000001-135000000",389,54,3.61724713673679e-07,4950000,4,-0.272173261097264,0.0608389425,0.000753381915948158,2,-0.160520612876431,0.0203166596383366,-1.32322030280277e-05,4.47213595499958,-0.293552194428175
"chr1:135000001-140000000",365,54,6.82994532871157e-07,4880000,2,0.132463197493802,0.1826083712,0.00742156821417444,1,-0.0330834068591608,0.0683112457251275,0.00247272580576769,3.16227766016838,0.110877222286235
"chr1:140000001-145000000",219,57,2.28468353081442e-07,4880000,4,-0.49953966748241,0.0808792611,0.0293882632198972,2,-0.0972782890199875,0.0311265391119683,0.0100483648085422,4.69041575982343,-0.394204027954647
"chr1:145000001-150000000",226,57,6.33774293134149e-08,4980000,6,0.048522920889283,0.107225541,0.0123849451094445,2,-0.0678961153735694,0.0432266289229853,0.00490002457631414,5.47722557505166,-0.00214716169056095
"chr1:150000001-155000000",385,62,5.39049704183463e-07,4970000,4,-0.295866467013432,0.1171496963,0.00953812279340615,1,-0.0971688385294569,0.0422814241828563,0.0045261409986648,4.69041575982343,-0.169018911916068
"chr1:155000001-160000000",406,59,4.09645064851933e-07,4990000,2,-0.0997487961119584,0.0641667281,0.0136927715577836,1,0.0315529768244004,0.022353324821681,0.00449404851121488,3.16227766016838,-0.185763333211892
"chr1:160000001-165000000",386,55,2.67475279572648e-07,4990000,4,0.0677929340109813,0.1154136672,-0.00188895455094515,2,0.0458578529580667,0.0398613040752402,-0.000126339142822854,4.69041575982343,0.135785946231275
"chr1:165000001-170000000",373,42,7.55570813451751e-07,4990000,6,0.0835970003101818,0.1167108355,0.00689312450011099,2,0.0372163087054542,0.0437186055045082,0.00246113175164994,5.47722557505166,0.0409379254238321
"chr1:170000001-175000000",317,60,8.48246953012025e-07,4990000,2,0.153005163932142,0.0859695061,0.0168285373972451,1,0.0182603263801614,0.0295935241814627,0.00576184225428797,3.16227766016838,0.0706784369248954
"chr1:175000001-180000000",374,54,4.79473449467384e-07,4970000,6,0.131816794249437,0.0774558047,-0.00769097347761898,1,0.0182833568240173,0.02641945415769,-0.00198886098874514,6.78232998312527,0.0583993883242207
"chr1:180000001-185000000",404,60,1.08376744414969e-06,4960000,0,-0.0901857643733391,0.0787290578,-0.00321314763670005,0,0.0126339843235466,0.0279822814074745,-0.00144882522140934,0,-0.12067181513086
"chr1:185000001-190000000",444,54,1.40526645663842e-06,4990000,2,-0.416875653318065,0.0841961992,-0.00497149150021965,1,-0.0750550223881431,0.0287813175334804,-0.00160258724143851,3.16227766016838,-0.21216977804544
"chr1:190000001-195000000",419,43,5.92234266936897e-07,4980000,6,0.0777944950897728,0.1233621343,0.00721175175696293,2,0.134962236187874,0.0384438420698651,-0.000224424236028868,5.47722557505166,0.0650999884223096
"chr10:1-5000000",139,34,0,1890000,6,-0.0906433535970919,0.1550353273,0.0380582503978678,2,0.13730431236039,0.0611663681523256,0.0125658707061341,7.74596669241483,0.0933179959534863
"chr10:5000001-10000000",345,52,3.27114508026535e-07,4970000,2,0.21517961238102,0.0839449867,0.000656752016429938,1,0.0716824802493699,0.0323925876935158,-0.000203340030274795,3.16227766016838,0.163929601458495
"chr10:10000001-15000000",337,43,5.22013124583529e-07,4930000,2,0.0694715620322038,0.1121474328,-0.000681256522213063,1,0.0578542647546496,0.0433195125796183,-0.000948252849223078,3.16227766016838,0.121115478605846
"chr10:15000001-20000000",295,52,6.49160183850671e-07,4960000,2,0.0613320552973766,0.0861223004,0.0162352417723295,1,-0.0355010302058152,0.0355183815319903,0.00484663365681928,3.16227766016838,-0.128507634984119
"chr10:20000001-25000000",378,56,5.00772668133488e-07,4980000,8,0.245910068356129,0.086248693,0.00348766428745352,2,0.0152751220808792,0.0262338877002831,0.00109883971407974,7.87400787401181,0.224491267186871
"chr10:25000001-30000000",317,54,1.11302805852016e-06,4980000,2,0.733731407107041,0.0770154593,0.0135862171882189,1,0.290043105649916,0.0264071075747704,0.00416157836970175,3.16227766016838,0.541675505407778
"chr10:30000001-35000000",234,55,4.94544164867671e-07,4950000,6,0.421854939183115,0.1321359046,0.00436116474928172,1,0.121197870376507,0.047050572764402,0.00170965939060405,6.92820323027551,0.303143876866718
"chr10:35000001-40000000",252,51,NA,4970000,6,0.29344913518472,0.1138650608,0.0228907238499712,2,0.0864969281851508,0.0381413009643033,0.0072989691549353,5.47722557505166,0.275765163552201
"chr10:40000001-45000000",363,51,3.02012690787952e-07,4990000,4,-0.310178597745686,0.0628309427,0.00410215880156272,2,0.0177427918415482,0.0217916578542815,0.00254880360023182,4.47213595499958,-0.223627527955553
"chr10:45000001-50000000",175,38,2.73460931497064e-07,4990000,4,0.327444447604979,0.1030099017,-0.00754428216327298,1,0.149178468345807,0.0391941555153281,-0.0036494369725842,4.47213595499958,0.237304132246631
"chr10:50000001-55000000",255,49,NA,4940000,4,1.0480607280257,0.1068386057,0.00903296497318305,2,0.413137246157104,0.03833071860794,0.00252363306623688,4.47213595499958,0.593680672820617
"chr10:55000001-60000000",275,43,NA,4950000,6,0.259387883560974,0.0788510952,0.00294150259127879,2,0.0330463160746413,0.0260351949043354,0.000908263472939364,6,0.237452382050587
"chr10:60000001-65000000",381,67,7.21942888720423e-07,4990000,4,0.0414949986085045,0.106131312,0.000785176773386827,1,-0.0978884813765089,0.0383887824120674,0.000672641426113493,4.47213595499958,0.0912221879267524
"chr10:65000001-70000000",380,59,4.3167545359141e-07,4990000,2,1.09345451388571,0.1234908445,0.0201637761139867,1,0.341085768261042,0.0456687601395383,0.00874355163185104,3.46410161513775,1.20701486257725
"chr10:70000001-75000000",364,56,3.78619839630113e-07,4990000,6,0.0840226648919789,0.1199315681,0.00402856568027867,2,0.0483670044715381,0.0416771231297597,0.00128581816032578,6,0.177732930141908
"chr10:75000001-80000000",346,58,6.99443128234768e-07,4990000,6,0.728628926863091,0.1162975427,0.014094536145939,2,0.0684353855970162,0.0424385997776685,0.00543580973250265,6.48074069840786,0.578744168294623
"chr10:80000001-85000000",350,53,7.50916470747824e-07,4990000,4,0.47313207588728,0.0824533238,-0.00170922213904508,1,0.0951350952619152,0.0301851683969354,-0.00075740693695775,5.8309518948453,0.413004298646867
"chr10:85000001-90000000",384,69,7.89752490515903e-07,4970000,4,0.0451084058576113,0.1367721794,0.00109805487979677,2,0.0640950757009126,0.0441955479981673,0.000354373745294723,4.47213595499958,-0.0518815529648439
"chr10:90000001-95000000",406,51,9.50228548759863e-07,4980000,8,-0.111988198505618,0.0593228108,-0.0135296848942332,2,-0.0378541533120685,0.0191042197947091,-0.00409445280126213,7.48331477354788,0.0190398284226274
